boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-5643000140172.bu,o00407-5643000140172.bu,122,125,3,8,UE2020
o00407-5650200180178.bu,o00407-5650200180178.bu,163,66,4,14,UE2013
o00407-5655300220180.bu,o00407-5655300220180.bu,132,83,1,6,UE2020
o00407-5705300010536.bu,o00407-5705300010536.bu,150,173,10,14,UE2020
o00407-5705300010658.bu,o00407-5705300010658.bu,171,134,8,15,UE2020
o00407-5795900350154.bu,o00407-5795900350154.bu,29,42,0,3,UE2020
o00407-5683900170151.bu,o00407-5683900170151.bu,141,103,0,9,UE2020
o00407-5699500260005.bu,o00407-5699500260005.bu,143,120,3,12,UE2009
o00407-5607300170079.bu,o00407-5607300170079.bu,137,89,1,10,UE2020
o00407-5699500530322.bu,o00407-5699500530322.bu,172,111,7,10,UE2009
o00407-5625100540395.bu,o00407-5625100540395.bu,86,78,1,7,UE2010
o00407-5705300010944.bu,o00407-5705300010944.bu,123,118,6,12,UE2020
o00407-5625100540017.bu,o00407-5625100540017.bu,131,142,1,15,UE2010
o00407-5699500260026.bu,o00407-5699500260026.bu,144,134,4,11,UE2009
o00407-5655300220089.bu,o00407-5655300220089.bu,107,40,3,2,UE2020
o00407-5683900170124.bu,o00407-5683900170124.bu,67,76,4,7,UE2020
o00407-5607300170056.bu,o00407-5607300170056.bu,112,54,5,2,UE2020
o00407-5703700570244.bu,o00407-5703700570244.bu,157,89,2,3,UE2020
