boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-0255000310621.bu,o00407-0255000310621.bu,198,104,7,15,UE2020
o00407-0255000320797.bu,o00407-0255000320797.bu,168,138,0,14,UE2020
o00407-0287900030255.bu,o00407-0287900030255.bu,51,203,3,10,UE2010
o00407-0255000650612.bu,o00407-0255000650612.bu,171,132,7,19,UE2020
o00407-9835300560109.bu,o00407-9835300560109.bu,73,65,0,4,UE2015
o00407-0255000620362.bu,o00407-0255000620362.bu,201,134,5,12,UE2015
o00407-0255000700691.bu,o00407-0255000700691.bu,171,108,5,17,UE2020
o00407-0255000650394.bu,o00407-0255000650394.bu,169,148,2,17,UE2020
o00407-0255000370734.bu,o00407-0255000370734.bu,157,118,6,14,UE2020
o00407-0253400060210.bu,o00407-0253400060210.bu,155,132,1,12,UE2010
o00407-0255000580974.bu,o00407-0255000580974.bu,201,110,3,10,UE2015
o00407-0269000040234.bu,o00407-0269000040234.bu,43,236,3,4,UE2011
o00407-0255000650368.bu,o00407-0255000650368.bu,181,128,6,18,UE2020
o00407-0255000400473.bu,o00407-0255000400473.bu,193,152,4,11,UE2020
o00407-0271200440007.bu,o00407-0271200440007.bu,32,117,0,4,UE2015
o00407-0255000320618.bu,o00407-0255000320618.bu,192,110,3,14,UE2020
o00407-0255000010918.bu,o00407-0255000010918.bu,141,98,4,7,UE2020
o00407-0253400060034.bu,o00407-0253400060034.bu,104,178,3,12,UE2010
o00407-0255000320760.bu,o00407-0255000320760.bu,194,117,3,11,UE2020
o00407-0269000040098.bu,o00407-0269000040098.bu,51,202,2,5,UE2011
o00407-0255000630555.bu,o00407-0255000630555.bu,211,120,8,12,UE2020
o00407-0255000650439.bu,o00407-0255000650439.bu,182,133,9,14,UE2020
o00407-0251800120026.bu,o00407-0251800120026.bu,24,62,1,4,UE2015
o00407-0255000010826.bu,o00407-0255000010826.bu,139,108,2,10,UE2020
o00407-0203800330002.bu,o00407-0203800330002.bu,92,132,1,7,UE2015
o00407-0295000540001.bu,o00407-0295000540001.bu,93,146,2,12,UE2010
o00407-0255000320905.bu,o00407-0255000320905.bu,152,114,0,12,UE2020
o00407-0255000320824.bu,o00407-0255000320824.bu,208,107,2,8,UE2009
o00407-0255000310581.bu,o00407-0255000310581.bu,158,146,5,13,UE2010
o00407-0255000400507.bu,o00407-0255000400507.bu,198,141,5,7,UE2009
o00407-0255000400377.bu,o00407-0255000400377.bu,206,142,7,12,UE2015
o00407-0213500200070.bu,o00407-0213500200070.bu,68,234,2,9,UE2010
o00407-0255000400585.bu,o00407-0255000400585.bu,217,95,4,5,UE2020
o00407-0255000010695.bu,o00407-0255000010695.bu,161,116,3,12,UE2020
o00407-0255000580728.bu,o00407-0255000580728.bu,209,124,3,10,UE2020
o00407-0255000620393.bu,o00407-0255000620393.bu,166,114,3,21,UE2020
o00407-0233000100045.bu,o00407-0233000100045.bu,68,196,3,8,UE2015
o00407-0255000310676.bu,o00407-0255000310676.bu,160,106,3,13,UE2020
o00407-0267400290004.bu,o00407-0267400290004.bu,46,165,2,10,UE2015
o00407-0255000580942.bu,o00407-0255000580942.bu,195,113,1,6,UE2020
o00407-0225900080002.bu,o00407-0225900080002.bu,79,89,0,5,UE2010
o00407-0255000700718.bu,o00407-0255000700718.bu,219,109,2,10,UE2020
o00407-0255000620605.bu,o00407-0255000620605.bu,156,126,4,10,UE2020
o00407-0299200060258.bu,o00407-0299200060258.bu,90,196,3,8,UE2010
o00407-0255000680499.bu,o00407-0255000680499.bu,168,163,2,13,UE2020
o00407-0255000620503.bu,o00407-0255000620503.bu,158,138,3,14,UE2020
o00407-0241000030137.bu,o00407-0241000030137.bu,103,123,0,3,UE2010
o00407-0209700180010.bu,o00407-0209700180010.bu,67,166,1,15,UE2015
o00407-0255000400430.bu,o00407-0255000400430.bu,230,118,5,19,UE2020
o00407-0255000680538.bu,o00407-0255000680538.bu,169,140,6,20,UE2009
o00407-9839600230172.bu,o00407-9839600230172.bu,60,150,1,9,UE2010
o00407-0255000630586.bu,o00407-0255000630586.bu,155,105,3,11,UE2009
o00407-0255000620617.bu,o00407-0255000620617.bu,168,107,6,8,UE2020
o00407-0255000620485.bu,o00407-0255000620485.bu,181,117,3,10,UE2020
o00407-0279800380020.bu,o00407-0279800380020.bu,103,99,2,6,UE2015
o00407-0255000590505.bu,o00407-0255000590505.bu,179,152,6,18,UE2020
o00407-0241000030101.bu,o00407-0241000030101.bu,70,108,2,6,UE2010
o00407-0269000040150.bu,o00407-0269000040150.bu,32,137,1,3,UE2011
o00407-0255000580779.bu,o00407-0255000580779.bu,228,106,3,11,UE2020
