boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-9373401270467.bu,o00407-9373401270467.bu,213,77,3,4,UE2020
o00407-9581800660096.bu,o00407-9581800660096.bu,189,99,3,6,UE2009
o00407-9285101060011.bu,o00407-9285101060011.bu,150,77,2,5,UE2010
o00407-9301700080148.bu,o00407-9301700080148.bu,114,190,6,9,UE2010
o00407-9625300490185.bu,o00407-9625300490185.bu,156,140,3,6,UE2009
o00407-9373401330141.bu,o00407-9373401330141.bu,173,121,6,9,UE2020
o00407-9373401350333.bu,o00407-9373401350333.bu,183,89,4,9,UE2020
o00407-9373401330125.bu,o00407-9373401330125.bu,171,73,4,6,UE2020
o00407-9227401450159.bu,o00407-9227401450159.bu,131,66,1,1,UE2020
o00407-9330000330025.bu,o00407-9330000330025.bu,122,129,8,6,UE2020
o00407-9330000330089.bu,o00407-9330000330089.bu,165,140,7,9,UE2020
o00407-9477301100099.bu,o00407-9477301100099.bu,106,79,2,2,UE2015
o00407-9371800740056.bu,o00407-9371800740056.bu,126,173,2,13,UE2010
o00407-9465000800120.bu,o00407-9465000800120.bu,183,105,2,4,UE2011
o00407-9443901410319.bu,o00407-9443901410319.bu,91,99,3,3,UE2020
o00407-9373401350087.bu,o00407-9373401350087.bu,191,115,7,6,UE2020
o00407-9231200570109.bu,o00407-9231200570109.bu,106,115,0,6,UE2013
o00407-9373400020371.bu,o00407-9373400020371.bu,205,117,4,9,UE2020
o00407-9543500260120.bu,o00407-9543500260120.bu,121,77,1,3,UE2015
o00407-9381500560013.bu,o00407-9381500560013.bu,93,96,2,6,UE2009
o00407-9281900970002.bu,o00407-9281900970002.bu,89,110,2,2,UE2010
o00407-9275400950071.bu,o00407-9275400950071.bu,118,105,4,3,UE2013
o00407-9280001280020.bu,o00407-9280001280020.bu,95,120,1,2,UE2009
o00407-9373400010057.bu,o00407-9373400010057.bu,165,173,5,5,UE2020
o00407-9373401340354.bu,o00407-9373401340354.bu,179,109,3,5,UE2020
o00407-9423400570014.bu,o00407-9423400570014.bu,106,106,0,6,UE2013
o00407-9465000800126.bu,o00407-9465000800126.bu,37,48,1,3,UE2011
o00407-9595800440196.bu,o00407-9595800440196.bu,136,161,3,1,UE2010
o00407-9373401470111.bu,o00407-9373401470111.bu,211,105,5,2,UE2020
o00407-9571001400330.bu,o00407-9571001400330.bu,83,116,7,3,UE2009
o00407-9221500030509.bu,o00407-9221500030509.bu,129,45,1,5,UE2020
o00407-9227401320512.bu,o00407-9227401320512.bu,183,138,5,6,UE2020
o00407-9473000220097.bu,o00407-9473000220097.bu,187,96,2,5,UE2010
o00407-9361000110228.bu,o00407-9361000110228.bu,146,118,0,4,UE2010
o00407-9221501440328.bu,o00407-9221501440328.bu,129,84,1,4,UE2020
o00407-9633400500027.bu,o00407-9633400500027.bu,175,125,3,3,UE2015
o00407-9289400070223.bu,o00407-9289400070223.bu,53,34,0,2,UE2010
o00407-9459500210030.bu,o00407-9459500210030.bu,147,121,2,5,UE2009
o00407-9227401450048.bu,o00407-9227401450048.bu,186,118,9,4,UE2020
o00407-9561300290019.bu,o00407-9561300290019.bu,136,95,0,6,UE2015
o00407-9489700410071.bu,o00407-9489700410071.bu,103,104,0,5,UE2015
o00407-9487000540052.bu,o00407-9487000540052.bu,166,100,2,4,UE2011
o00407-9373401350006.bu,o00407-9373401350006.bu,187,135,5,13,UE2020
o00407-9399800530033.bu,o00407-9399800530033.bu,82,90,1,2,UE2013
o00407-9332700040029.bu,o00407-9332700040029.bu,125,80,2,5,UE2020
o00407-9225800340019.bu,o00407-9225800340019.bu,125,86,3,4,UE2011
o00407-9325400360053.bu,o00407-9325400360053.bu,209,66,4,5,UE2010
o00407-9571000300173.bu,o00407-9571000300173.bu,163,44,2,4,UE2009
o00407-9497800540039.bu,o00407-9497800540039.bu,186,139,5,7,UE2011
o00407-9227401190244.bu,o00407-9227401190244.bu,195,116,3,8,UE2020
o00407-9373401340367.bu,o00407-9373401340367.bu,194,96,3,9,UE2020
o00407-9471400790114.bu,o00407-9471400790114.bu,112,77,1,2,UE2013
o00407-9334300280267.bu,o00407-9334300280267.bu,145,160,3,5,UE2020
o00407-9571001400022.bu,o00407-9571001400022.bu,166,90,5,4,UE2009
o00407-9399800530143.bu,o00407-9399800530143.bu,170,115,4,5,UE2013
o00407-9215001230002.bu,o00407-9215001230002.bu,102,95,1,3,UE2015
o00407-9227401320239.bu,o00407-9227401320239.bu,112,157,1,6,UE2020
o00407-9383100470060.bu,o00407-9383100470060.bu,61,135,1,7,UE2015
o00407-9677600240101.bu,o00407-9677600240101.bu,97,85,1,3,UE2020
o00407-9561300290002.bu,o00407-9561300290002.bu,99,118,1,6,UE2015
o00407-9227401450205.bu,o00407-9227401450205.bu,197,108,2,4,UE2020
o00407-9573700760069.bu,o00407-9573700760069.bu,184,124,1,7,UE2015
o00407-9302500420098.bu,o00407-9302500420098.bu,128,130,6,6,UE2020
o00407-9633400500039.bu,o00407-9633400500039.bu,138,107,4,5,UE2015
o00407-9221501440221.bu,o00407-9221501440221.bu,222,68,6,5,UE2020
o00407-9373401330041.bu,o00407-9373401330041.bu,172,115,1,4,UE2020
o00407-9221500030490.bu,o00407-9221500030490.bu,185,60,4,3,UE2020
o00407-9399800530050.bu,o00407-9399800530050.bu,128,76,1,3,UE2013
o00407-9509501310021.bu,o00407-9509501310021.bu,79,90,2,5,UE2015
o00407-9269001240046.bu,o00407-9269001240046.bu,99,107,1,5,UE2010
o00407-9373401470094.bu,o00407-9373401470094.bu,195,115,3,10,UE2020
o00407-9373401340344.bu,o00407-9373401340344.bu,191,86,6,7,UE2020
o00407-9270300400133.bu,o00407-9270300400133.bu,179,135,5,6,UE2020
o00407-9373401330039.bu,o00407-9373401330039.bu,181,114,2,4,UE2020
o00407-9336000560138.bu,o00407-9336000560138.bu,122,162,4,3,UE2009
o00407-9377700120148.bu,o00407-9377700120148.bu,90,83,1,2,UE2013
o00407-9373400010389.bu,o00407-9373400010389.bu,117,131,2,4,UE2020
