boletim,boletim,bolso,lula,branco,nulo,tipo_urna
o00407-0493600370006.bu,o00407-0493600370006.bu,88,130,2,2,UE2010
o00407-0464200780324.bu,o00407-0464200780324.bu,158,148,3,4,UE2020
o00407-0503700450002.bu,o00407-0503700450002.bu,79,223,3,4,UE2020
o00407-0425100650201.bu,o00407-0425100650201.bu,123,180,4,2,UE2020
o00407-0475800690084.bu,o00407-0475800690084.bu,72,140,1,3,UE2010
o00407-0495200190445.bu,o00407-0495200190445.bu,15,70,0,0,UE2015
o00407-0427800010406.bu,o00407-0427800010406.bu,178,158,3,10,UE2020
o00407-0400601030173.bu,o00407-0400601030173.bu,66,78,2,1,UE2010
o00407-0433200130080.bu,o00407-0433200130080.bu,114,133,1,8,UE2020
o00407-0411100180353.bu,o00407-0411100180353.bu,133,76,5,2,UE2013
o00407-0412000580189.bu,o00407-0412000580189.bu,132,139,2,4,UE2010
o00407-0401400070248.bu,o00407-0401400070248.bu,27,251,6,1,UE2010
o00407-0462600680091.bu,o00407-0462600680091.bu,146,129,3,5,UE2015
o00407-0441300120380.bu,o00407-0441300120380.bu,52,256,1,1,UE2015
o00407-0427800950215.bu,o00407-0427800950215.bu,196,182,8,3,UE2020
o00407-0501000220082.bu,o00407-0501000220082.bu,38,193,3,4,UE2015
o00407-0401400070299.bu,o00407-0401400070299.bu,25,247,2,3,UE2010
o00407-0462600680147.bu,o00407-0462600680147.bu,196,126,2,5,UE2009
o00407-0427800300727.bu,o00407-0427800300727.bu,181,187,3,3,UE2020
o00407-0426000610082.bu,o00407-0426000610082.bu,151,108,0,2,UE2010
o00407-0529000360074.bu,o00407-0529000360074.bu,66,128,1,2,UE2020
o00407-0509600420041.bu,o00407-0509600420041.bu,188,75,1,1,UE2009
o00407-0463400050116.bu,o00407-0463400050116.bu,90,187,2,2,UE2020
o00407-0470700750381.bu,o00407-0470700750381.bu,171,113,1,3,UE2011
o00407-0415400720049.bu,o00407-0415400720049.bu,171,137,4,4,UE2020
o00407-0461800260073.bu,o00407-0461800260073.bu,95,207,1,4,UE2015
o00407-0411100180239.bu,o00407-0411100180239.bu,232,55,1,1,UE2013
o00407-0529000360167.bu,o00407-0529000360167.bu,55,57,0,3,UE2020
o00407-0447200040015.bu,o00407-0447200040015.bu,117,76,3,6,UE2020
o00407-0533900460084.bu,o00407-0533900460084.bu,114,76,0,2,UE2010
o00407-0447200040224.bu,o00407-0447200040224.bu,184,77,4,6,UE2020
o00407-0427800970348.bu,o00407-0427800970348.bu,193,154,6,6,UE2020
o00407-0565700140201.bu,o00407-0565700140201.bu,15,100,1,2,UE2015
o00407-0535500830095.bu,o00407-0535500830095.bu,167,121,2,4,UE2009
o00407-0483901000078.bu,o00407-0483901000078.bu,110,150,3,2,UE2010
o00407-0591600800068.bu,o00407-0591600800068.bu,162,81,1,6,UE2015
o00407-0427800980161.bu,o00407-0427800980161.bu,215,182,2,11,UE2020
o00407-0419700340478.bu,o00407-0419700340478.bu,77,101,0,5,UE2015
o00407-0571100610162.bu,o00407-0571100610162.bu,66,46,1,2,UE2009
o00407-0407300210119.bu,o00407-0407300210119.bu,124,61,4,3,UE2015
o00407-0567300590195.bu,o00407-0567300590195.bu,190,85,1,1,UE2009
o00407-0427800970018.bu,o00407-0427800970018.bu,181,227,2,2,UE2020
o00407-0583500750006.bu,o00407-0583500750006.bu,183,120,2,3,UE2011
o00407-0517700820020.bu,o00407-0517700820020.bu,123,145,1,2,UE2015
o00407-0401400070185.bu,o00407-0401400070185.bu,80,176,3,2,UE2010
o00407-0415400430598.bu,o00407-0415400430598.bu,147,164,5,5,UE2020
o00407-0561400400095.bu,o00407-0561400400095.bu,113,79,4,2,UE2010
o00407-0577000850021.bu,o00407-0577000850021.bu,140,46,0,6,UE2013
o00407-0407300210229.bu,o00407-0407300210229.bu,117,152,1,2,UE2015
o00407-0415400720457.bu,o00407-0415400720457.bu,147,139,3,8,UE2020
o00407-0433200130363.bu,o00407-0433200130363.bu,93,173,4,2,UE2020
o00407-0441300120365.bu,o00407-0441300120365.bu,103,205,6,3,UE2015
o00407-0401400070233.bu,o00407-0401400070233.bu,101,245,4,3,UE2010
o00407-0583501060300.bu,o00407-0583501060300.bu,206,102,4,4,UE2010
o00407-0429400780100.bu,o00407-0429400780100.bu,152,186,2,9,UE2020
o00407-0427800970398.bu,o00407-0427800970398.bu,172,190,4,7,UE2020
o00407-0433200130192.bu,o00407-0433200130192.bu,51,169,2,6,UE2020
o00407-0571100610091.bu,o00407-0571100610091.bu,136,103,2,7,UE2009
o00407-0505300380235.bu,o00407-0505300380235.bu,131,127,4,2,UE2015
o00407-0420001020036.bu,o00407-0420001020036.bu,123,96,0,3,UE2015
o00407-0483901000175.bu,o00407-0483901000175.bu,105,52,0,4,UE2010
o00407-0451000080012.bu,o00407-0451000080012.bu,43,156,0,2,UE2020
o00407-0464200780259.bu,o00407-0464200780259.bu,122,164,4,2,UE2020
o00407-0434000490105.bu,o00407-0434000490105.bu,38,141,0,5,UE2010
o00407-0483900230720.bu,o00407-0483900230720.bu,114,114,3,1,UE2010
